,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,labels,trending
0,devenv,cachix/devenv,A Nix-based tool for creating developer shell environments quickly and reproducibly.,development,https://github.com/cachix/devenv,https://github.com/cachix/devenv,Apache-2.0,2022-10-22 20:10:10,2025-05-15 13:58:47,2025-05-15 10:45:16,3708,372.0,378.0,27,943.0,358.0,584.0,5143,2025-05-08 12:29:24,1.6.1,30.0,284.0,284.0,213.0,30,True,1,,,,
1,Devbox,jetify-com/devbox,"Instant, portable, and predictable development environments.",development,https://github.com/jetify-com/devbox,https://github.com/jetify-com/devbox,Apache-2.0,2022-08-18 20:27:16,2025-05-15 09:22:55,2025-05-08 23:25:10,1658,35.0,241.0,44,1868.0,352.0,392.0,9812,2025-04-17 20:04:32,0.14.2,100.0,,,86.0,28,True,1,1048740.0,49940.0,,
2,Home Manager,nix-community/home-manager,Manage your user configuration just like NixOS.,nixos-modules,https://github.com/nix-community/home-manager,https://github.com/nix-community/home-manager,MIT,2017-01-14 12:11:06,2025-05-15 18:08:11,2025-05-15 18:07:13,4747,604.0,1999.0,52,4446.0,700.0,1915.0,8036,,,,,,1280.0,26,True,1,,,,
3,nix-installer,DeterminateSystems/nix-installer,Opinionated alternative to the official Nix install scripts.,installation-media,https://github.com/DeterminateSystems/nix-installer,https://github.com/DeterminateSystems/nix-installer,LGPL-2.1,2022-09-02 19:10:48,2025-05-13 01:02:20,2025-05-13 01:02:17,733,36.0,71.0,15,768.0,313.0,469.0,2824,2025-05-13 01:02:20,3.5.2,73.0,3.0,3.0,30.0,24,True,1,887004.0,31678.0,,
4,haskell.nix,input-output-hk/haskell.nix,Alternative Haskell Infrastructure for Nixpkgs.,programming-languages,https://github.com/input-output-hk/haskell.nix,https://github.com/input-output-hk/haskell.nix,Apache-2.0,2018-04-20 16:00:09,2025-05-15 09:09:41,2025-05-15 04:51:13,3784,113.0,236.0,19,1417.0,174.0,766.0,588,2025-04-18 13:11:11,nix-tools-0.3.2,12.0,,,156.0,24,True,1,12194.0,871.0,['haskell'],
5,NixOS-WSL,nix-community/NixOS-WSL,Modules for running NixOS on the Windows Subsystem for Linux.,nixos-modules,https://github.com/nix-community/NixOS-WSL,https://github.com/nix-community/NixOS-WSL,Apache-2.0,2019-12-07 22:29:47,2025-05-05 14:04:05,2025-05-05 13:59:12,586,24.0,141.0,30,374.0,36.0,188.0,2239,2025-02-14 23:50:00,2411.6.0,9.0,,,40.0,23,True,1,51073.0,1001.0,,
6,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2025-05-15 15:52:35,2025-05-15 15:49:08,31504,1912.0,373.0,18,769.0,26.0,92.0,1479,,,,,,476.0,23,True,1,,,,
7,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2025-05-15 08:28:22,2025-05-15 08:28:21,2150,72.0,509.0,35,765.0,240.0,440.0,3960,,,,,,245.0,22,True,2,,,,
8,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,nixos-modules,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2025-05-15 18:17:21,2025-05-14 12:16:07,3318,379.0,327.0,13,2376.0,113.0,649.0,2171,,,,,,226.0,22,True,2,,,,
9,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2025-04-11 19:40:26,2025-04-11 19:38:48,563,13.0,45.0,7,309.0,54.0,97.0,1084,2025-04-10 22:34:11,4.0.0,19.0,10.0,10.0,24.0,22,True,1,23741.0,608.0,,
10,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2025-04-03 14:27:04,2025-04-03 14:27:04,3486,18.0,448.0,9,1407.0,170.0,322.0,924,2025-03-19 15:29:55,2025.3.1955794,100.0,,,333.0,22,True,1,,,['python'],
11,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2025-05-14 10:18:03,2025-05-14 10:17:56,2105,13.0,108.0,21,565.0,31.0,168.0,557,2025-05-09 14:43:40,0.0.122,100.0,,,31.0,22,True,2,7770.0,143.0,,
12,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2025-05-15 18:02:51,2025-05-13 13:32:50,224,65.0,35.0,5,136.0,20.0,28.0,303,2024-09-09 16:48:08,24,24.0,2784.0,2784.0,26.0,22,True,1,,,,
13,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2025-05-13 21:34:39,2025-05-13 21:34:37,318,52.0,22.0,4,142.0,13.0,25.0,200,2025-04-24 11:12:44,17,17.0,6295.0,6295.0,14.0,22,True,1,,,,
14,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2025-05-15 15:00:18,2025-05-15 14:30:00,2942,438.0,84.0,19,1801.0,294.0,976.0,3191,2025-05-14 14:21:16,1.4.2,40.0,,,46.0,21,True,1,19.0,0.0,,
15,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",nixos-modules,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2025-05-15 13:16:52,2025-05-13 11:53:39,2213,361.0,111.0,7,582.0,46.0,207.0,827,2024-12-04 14:22:01,0.7,6.0,,,72.0,21,True,3,,,,
16,treefmt,numtide/treefmt,"One CLI to format the code tree, using formatters such as alejandra, prettier, etc.",command-line-tools,https://github.com/numtide/treefmt,https://github.com/numtide/treefmt,MIT,2020-12-18 10:30:54,2025-05-13 08:17:48,2025-05-13 08:17:46,689,84.0,43.0,13,385.0,45.0,144.0,736,2025-04-08 08:10:38,2.2.1,26.0,8.0,8.0,20.0,21,True,1,12681.0,264.0,,
17,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2025-05-15 00:32:01,2025-05-12 14:22:25,946,24.0,115.0,15,372.0,6.0,200.0,2165,2025-05-09 15:21:02,3.0.7,37.0,,,74.0,20,True,1,,,,
18,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2025-05-11 03:17:58,2025-05-08 14:04:52,726,65.0,147.0,16,336.0,61.0,118.0,2121,2025-04-15 15:16:51,1.9.0,12.0,,,74.0,20,True,2,,,,
19,Stylix,danth/stylix,System-wide colorscheming and typography for NixOS.,nixos-modules,https://github.com/danth/stylix,https://github.com/danth/stylix,MIT,2020-12-21 15:50:00,2025-05-15 02:43:53,2025-05-15 02:43:53,822,241.0,214.0,12,723.0,158.0,321.0,1612,,,,,,136.0,20,True,3,,,,
20,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2025-05-13 19:47:21,2025-05-13 19:47:20,568,29.0,55.0,33,145.0,27.0,132.0,1134,2023-10-31 21:53:05,0.6.0,6.0,,,30.0,20,True,1,3819.0,54.0,,
21,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2025-05-07 11:22:59,2025-05-07 11:22:53,498,79.0,87.0,31,18.0,11.0,129.0,1119,2024-01-30 23:39:23,23.11,13.0,,,5.0,20,True,1,7014.0,200.0,,
22,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2025-05-15 17:30:10,2025-05-12 10:14:31,281,19.0,20.0,7,98.0,19.0,11.0,433,2025-01-21 17:57:00,9,9.0,4535.0,4535.0,12.0,20,True,3,,,,
23,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2025-05-05 06:35:11,2025-05-05 06:30:41,591,8.0,117.0,16,126.0,9.0,37.0,2467,2024-12-10 13:48:14,0.4.5,33.0,,,72.0,19,True,1,1245.0,59.0,,
24,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2025-05-11 13:17:29,2025-05-11 09:27:47,1294,24.0,36.0,7,450.0,44.0,195.0,1070,2025-05-09 18:54:40,2.6.4,27.0,,,40.0,19,True,2,,,,
25,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2025-05-14 22:21:47,2025-05-14 22:03:24,734,36.0,104.0,5,444.0,18.0,252.0,1063,2025-04-24 00:35:50,0.20.3,52.0,,,57.0,19,True,1,,,['rust'],
26,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2025-04-19 22:07:58,2025-03-26 18:44:46,1144,91.0,25.0,9,86.0,20.0,50.0,782,2024-08-16 16:11:14,1.7.1,7.0,,,59.0,19,True,2,,,,
27,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2025-05-15 17:01:23,2025-05-07 13:25:51,656,77.0,67.0,10,273.0,33.0,74.0,599,2025-04-04 13:59:20,1.11.0,43.0,,,53.0,19,True,2,,,,
28,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2025-05-15 17:35:16,2025-05-15 17:35:16,16223,793.0,168.0,9,199.0,10.0,274.0,555,,,,,,79.0,19,True,2,,,,
29,services-flake,juspay/services-flake,A NixOS-like service configuration framework for Nix flakes.,development,https://github.com/juspay/services-flake,https://github.com/juspay/services-flake,MIT,2023-06-19 21:44:26,2025-05-11 00:28:09,2025-05-06 06:53:07,523,50.0,41.0,12,392.0,30.0,86.0,497,2024-12-10 12:11:02,0.4.0,4.0,,,27.0,19,True,2,,,,
30,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-02-12 08:16:03,2025-02-12 08:16:03,3601,,351.0,58,608.0,311.0,545.0,1969,,,,,,159.0,18,True,1,,,,
31,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2025-05-12 14:19:47,2025-05-09 18:52:49,596,25.0,80.0,14,88.0,109.0,89.0,1530,2023-05-15 05:17:28,0.4.0,7.0,,,33.0,18,True,1,,,,
32,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2025-05-15 18:12:43,2025-05-15 18:06:51,1786,96.0,68.0,9,69.0,11.0,140.0,1126,,,,,,25.0,18,True,1,,,['rust'],
33,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358,,105.0,24,248.0,28.0,172.0,1012,2022-04-02 22:16:50,0.11.0,4.0,,,52.0,18,True,2,,,,
34,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2025-04-05 00:20:05,2025-04-05 00:20:05,3056,4.0,187.0,49,513.0,137.0,151.0,1000,,,,,,48.0,18,True,2,,,,
35,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2025-05-15 14:04:00,2025-05-15 13:32:32,10192,300.0,44.0,7,244.0,45.0,185.0,555,,,,,,33.0,18,True,2,,,,
36,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2025-05-10 07:01:06,2025-05-10 07:01:05,790,31.0,71.0,10,297.0,68.0,125.0,487,2025-03-24 12:16:01,3.2.0,36.0,,,60.0,18,True,2,,,,
37,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-05-15 16:27:48,2025-05-15 16:27:46,1962,283.0,48.0,4,966.0,12.0,71.0,462,,,,,,40.0,18,True,2,,,,
38,nix-eval-jobs,nix-community/nix-eval-jobs,Evaluate Nix CI jobs locally without building them.,command-line-tools,https://github.com/nix-community/nix-eval-jobs,https://github.com/nix-community/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2025-04-11 11:49:29,2025-04-11 11:46:04,788,43.0,33.0,7,328.0,17.0,23.0,183,2025-04-11 11:49:29,2.28.1,32.0,,,24.0,18,True,2,,,,
39,hlissner/dotfiles,hlissner/dotfiles,A comprehensive NixOS configuration example with detailed module structure.,learning,https://github.com/hlissner/dotfiles,https://github.com/hlissner/dotfiles,MIT,2013-03-01 08:33:14,2025-05-14 17:05:48,2025-05-14 17:05:11,2621,38.0,100.0,42,10.0,4.0,25.0,1773,,,,,,7.0,17,True,1,,,,
40,morph,DBCDK/morph,A tool for managing existing NixOS hosts.,deployment-tools,https://github.com/DBCDK/morph,https://github.com/DBCDK/morph,MIT,2018-09-24 08:05:12,2025-05-13 11:00:51,2025-05-13 10:12:35,400,7.0,65.0,27,148.0,56.0,57.0,916,2024-10-23 08:41:20,1.8.0,10.0,,,32.0,17,True,2,,,,
41,pre-commit-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2025-05-06 13:13:51,2025-05-06 13:13:51,1024,46.0,173.0,5,420.0,48.0,121.0,635,,,,,,129.0,17,True,2,,,,
42,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-04-28 23:01:25,2025-04-28 22:59:45,1430,4.0,46.0,9,999.0,25.0,407.0,486,2024-08-12 19:34:11,24.09,25.0,,,28.0,17,True,1,161.0,3.0,,
43,nix-fast-build,Mic92/nix-fast-build,Combine the power of nix-eval-jobs with nix-output-monitor to speed-up your evaluation and building process.,development,https://github.com/Mic92/nix-fast-build,https://github.com/Mic92/nix-fast-build,MIT,2023-09-08 08:11:43,2025-05-15 18:15:15,2025-05-15 18:15:14,233,72.0,17.0,5,126.0,9.0,24.0,324,2025-01-11 10:42:31,1.1.0,2.0,,,9.0,17,True,2,,,,
44,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2025-05-11 15:23:55,2025-05-11 15:23:54,275,73.0,26.0,11,95.0,16.0,31.0,323,2025-05-07 19:11:03,0.3.1,6.0,,,18.0,17,True,2,,,,
45,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2025-05-15 01:00:10,2025-03-21 14:40:34,481,7.0,145.0,27,266.0,81.0,87.0,2096,,,,,,68.0,16,True,2,,,,
46,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/astro/microvm.nix,https://github.com/astro/microvm.nix,MIT,2021-06-24 00:35:04,2025-05-12 02:24:12,2025-05-12 02:23:01,915,30.0,123.0,17,184.0,41.0,131.0,1676,,,,,,57.0,16,True,1,,,,
47,nil,oxalica/nil,"NIx Language server, an incremental analysis assistent for writing in Nix.",development,https://github.com/oxalica/nil,https://github.com/oxalica/nil,Apache-2.0,2022-07-19 08:55:08,2025-03-04 20:07:25,2025-03-04 20:07:23,523,6.0,46.0,9,55.0,34.0,77.0,1539,2024-08-06 12:53:09,2024-08-06,16.0,,,25.0,16,True,2,,,,
48,nh,nix-community/nh,Better output for `nix` `nixos-rebuild` and home-manger CLI using `nvd` and `nix-output-monitor`.,command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2025-05-11 11:34:22,2025-05-10 15:06:40,507,81.0,49.0,10,104.0,29.0,148.0,1458,,,,1.0,1.0,25.0,16,True,2,,,,
49,devshell,numtide/devshell,`mkShell` with extra bits and a toml config option to be able to onboard non-nix users.,development,https://github.com/numtide/devshell,https://github.com/numtide/devshell,MIT,2020-08-04 20:29:01,2025-03-17 10:38:59,2025-03-08 22:32:38,345,6.0,90.0,26,193.0,68.0,70.0,1365,,,,,,40.0,16,True,2,,,,
50,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2025-03-19 19:12:48,2025-03-19 19:12:40,145,2.0,53.0,54,57.0,10.0,31.0,1238,2024-09-18 17:38:33,1.9.0,16.0,,,21.0,16,True,2,,,,
51,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-05-13 18:40:17,2024-12-25 21:04:44,2392,,138.0,16,787.0,175.0,121.0,1120,,,,,,70.0,16,True,2,,,,
52,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2025-05-05 09:09:39,2025-05-04 06:51:38,1074,22.0,27.0,6,577.0,29.0,27.0,1053,2024-08-16 05:45:38,0.3.1,10.0,1.0,1.0,12.0,16,True,2,,,,
53,fenix,nix-community/fenix,Rust toolchains and Rust analyzer nightly for nix.,programming-languages,https://github.com/nix-community/fenix,https://github.com/nix-community/fenix,MPL-2.0,2021-01-02 22:51:56,2025-05-15 06:44:46,2025-05-15 06:37:37,2262,92.0,57.0,9,102.0,33.0,53.0,801,,,,,,20.0,16,True,2,,,['rust'],
